p_group_only,p_group_sex,p_full_adj,beta_group_full,top_cell_type,top_cell_p,survives,Gene
0.07964146859215303,0.02469640352111441,0.1423184561004399,-0.2615332538599098,B_cells,0.0008562454563680571,NO,CARMIL2
0.00023615769817950712,0.004454248651281473,0.12871480725133067,0.20795649528829713,T_cells_Treg,0.013324125014415433,NO,SPATA21
3.8500547576795583e-07,1.1987902037095572e-05,0.0007811274131185727,0.3953143465394137,Mast_cells,0.001543731033705572,SI,DMC1
5.561221511961447e-06,0.0005104199932787032,0.04627108599781452,0.24925170970214264,Eosinophils,0.0010295718355900515,SI,SLC4A9
8.111253668200948e-07,1.2936837419894888e-05,0.008494908510909411,-0.5824858764891029,Mast_cells,0.008329701429839964,SI,ZBTB45
0.0020344676165832175,0.017896773263837592,0.5967539874954989,0.06546500915764214,Mast_cells,4.862283053933046e-06,NO,NR1H4
0.15137990877640445,0.056002768030531294,0.01578150790314233,0.49629845124496,NK_cells,0.024805587564114447,SI,SMIM30
0.15525014015814328,0.2576168221579874,0.6130037236100605,-0.0679627522020883,B_cells,0.13165192793085356,NO,RP11-164J13.1
0.17604541252387676,0.3046240472087495,0.7098422789525304,-0.03825494056479548,Mast_cells,8.021944424798938e-06,NO,ACTR1AP1
9.858033859643574e-05,0.0029483390703921716,0.7308883270407961,-0.059328226095518084,Mast_cells,9.793128918229324e-06,NO,STRN4
0.40256061559471706,0.9983450041979451,0.8102286760228528,-0.032708837195135496,Basophils,0.0016546187224536662,NO,PROB1
0.22718630793789374,0.9962998043940495,0.7512993825746107,-0.08109665539940115,T_cells_CD4,0.012069061730270409,NO,HIGD1A
0.03839644231864172,0.10290706936455167,0.7600845057126003,0.03870856663954236,NK_cells,5.5825061627211636e-05,NO,NUP188
0.08534629720523276,0.10723738608380529,0.09223943854437326,0.2922525801348248,T_cells_CD4,0.029612027040485663,NO,WDSUB1
0.008728731441388348,0.01757140455482122,0.5437414888241395,-0.10652215228296828,Basophils,2.5901314104477022e-05,NO,GON4L
0.042409024405986866,0.14212391304649497,0.8397804048422348,0.027050416261171988,Mast_cells,0.0025905853946015874,NO,TRIM9
0.029912444740196234,0.15493380261455703,0.8781119396793521,0.02812136020908871,Eosinophils,0.017646176625800807,NO,OR6Q1
1.7527962838473966e-05,0.004736027224164888,0.3786468581018919,0.08524012644592403,Mast_cells,0.00011691393343756206,NO,ITIH2
0.00044762583346012703,0.0022082728910816727,0.6464242094492956,-0.08673668897830193,T_cells_CD8,0.00014009391761308498,NO,MRPL44
0.006177699397612991,0.010879444776425351,0.00484900245236684,0.6542453283096771,Dendritic_cells,4.3578919023221965e-10,SI,RPSAP15
