gene_id,log2FC,p_value,p_adj,gene_symbol
8069508,-0.4787865094527364,0.0004079729467842,0.2830057335223774,
8069517,-0.3671273213930366,0.0003376330972769,0.2830057335223774,
8023466,0.3555918467661687,0.0003990752972955,0.2830057335223774,FECH
8047443,0.1809748855721391,0.0003440293584264,0.2830057335223774,STRADB
7892779,-0.5610324796019892,0.0003202161198398,0.2830057335223774,
8101828,0.3372360019900515,0.0002307141756709,0.2830057335223774,TSPAN5
7923875,-0.204150135323383,0.0003329461656198,0.2830057335223774,C1orf186
8021081,0.3774037014925362,0.0003578037960378,0.2830057335223774,SLC14A1
7901336,0.1877254527363181,0.0002838854107921,0.2830057335223774,STRADB
7997500,-0.1802540537313426,0.0003628342440529,0.2830057335223774,
7940622,0.1007527880597014,0.0004241701493833,0.2882366013065073,SCGB1D1
8048995,-0.1841534885572144,0.0004423722526893,0.2888494361938473,ITM2C
8168062,0.1129800059701482,0.0004624842092969,0.2888494361938473,EDA
8144621,0.1077733850746271,0.0004684466935299,0.2888494361938473,C8orf12
8094240,-0.2321046845771146,0.0004632443118712,0.2888494361938473,CD38
8014704,0.3619830089552236,0.000451338852363,0.2888494361938473,
7894389,0.2432748656716388,0.0005004224561099,0.3029557549289503,
8013307,0.1600710248756183,0.0005373536728951,0.3195047365426727,FOXO3B
8015735,0.1057525213930343,0.0005578335975012,0.3258628999298018,
8067798,0.1123613174129349,0.0005786897636929,0.3322178114083685,SOX18
7939879,-0.2536180676616917,0.0006125808388876,0.3399517365407136,SPRYD5
7976080,-0.2167835641791029,0.0006096665917086,0.3399517365407136,GPR65
7921012,0.0956075223880601,0.0006258064278801,0.3415979775266516,MIR9-1
8145193,0.0969938945273618,0.0006720597296281,0.3419939727413373,C8orf58
8147123,0.1097481134328353,0.0006823939842241,0.3419939727413373,CA3
7896714,-0.2465410945273642,0.0006841462633594,0.3419939727413373,
8102745,-0.094384628855721,0.0007087000065817,0.3419939727413373,PGRMC2
7932530,0.1621003980099526,0.0007086702415721,0.3419939727413373,PIP4K2A
7895757,-0.1715254447761207,0.0006983369282789,0.3419939727413373,
7894598,-0.1675682348258718,0.0006392052974234,0.3419939727413373,
8020684,-0.3915869293532337,0.0006562392576305,0.3419939727413373,HRH4
7911229,0.3914717731343256,0.0007450170918887,0.3435485871461503,OR2W3
7911231,0.3914717731343256,0.0007450170918887,0.3435485871461503,OR2W3
8170520,0.1089852537313431,0.000724562290078,0.3435485871461503,CNGA2
7970388,-0.3281922288557233,0.0007531923855503,0.3435485871461503,LOC284232
8168412,-0.3194106985074629,0.0007841370454916,0.35282988113154,NCRNA00183
7979615,0.2993535980099508,0.0007949236326179,0.3529142959370447,SPTB
7958819,-0.1190223800995013,0.0008261649325201,0.3619580757647747,ERP29
8078227,0.1394512278606967,0.0008483455306937,0.3668488459156905,KAT2B
7996807,-0.1608591522388076,0.0009825992252192,0.3682658013587155,ZFP90
7973972,0.1188446447761206,0.0009310038846024,0.3682658013587155,
7894824,0.2643410686567176,0.0011204893480081,0.3682658013587155,
7899534,0.1498599402985085,0.0009931636099428,0.3682658013587155,EPB41
7910241,0.2377513810945295,0.0010711829399314,0.3682658013587155,GUK1
8120251,0.1971354766169124,0.0009584081834839,0.3682658013587155,FBXO9
7893855,0.2267513691542309,0.0011452339541067,0.3682658013587155,
7893777,0.2442676597014923,0.0010461704126541,0.3682658013587155,
8154731,0.1211146646766163,0.000965362443549,0.3682658013587155,
7892913,-0.2248380975124373,0.0011502430651802,0.3682658013587155,
7923907,0.11349720597015,0.001043407296733,0.3682658013587155,IL10
7896529,0.2650158169154188,0.0009552570428801,0.3682658013587155,
7893252,-0.3012228338308453,0.0009846826857258,0.3682658013587155,
8020508,0.2130587562189063,0.0009910736415219,0.3682658013587155,RIOK3
7914350,0.1189360756218906,0.0010038993186209,0.3682658013587155,
7893431,-0.2324029651741295,0.0010819539001025,0.3682658013587155,
7920182,0.1158076179104474,0.001085940881168,0.3682658013587155,LCE3E
8058869,0.2752543761194044,0.0009604028560191,0.3682658013587155,TNS1
7956018,0.0978076517412924,0.0011030533479848,0.3682658013587155,RDH5
7895647,-0.506268089552238,0.0008990933202306,0.3682658013587155,
7975676,0.3239971681592042,0.0011479370180611,0.3682658013587155,C14orf45
8118111,-0.1390256119402995,0.0010161425375716,0.3682658013587155,HCP5
8015991,0.2977496019900503,0.0011343492726992,0.3682658013587155,SLC4A1
7976012,0.0873294089552247,0.0011257028816913,0.3682658013587155,NRXN3
7923967,0.209548288557217,0.001091507101592,0.3682658013587155,YOD1
8101212,0.0916297114427866,0.0010852568815265,0.3682658013587155,CCNI
8101762,0.1621682587064654,0.0009288523082058,0.3682658013587155,SNCA
7919139,-0.1794429890547251,0.0012163936696979,0.3857358097136443,LOC375010
8143961,-0.0967520179104468,0.0012289633987785,0.3860452291427145,PRKAG2
8007826,0.1056456457711449,0.0012501269436802,0.3890231480721658,IMP5
8079370,-0.176598614925374,0.0013035981734299,0.3945991670972573,CCR9
7974207,-0.1291421532338326,0.0013027342986656,0.3945991670972573,MGAT2
7911720,-0.0827503940298486,0.0012938705966909,0.3945991670972573,PEX10
8063547,0.1192307323383081,0.0013653896480336,0.3997020299450759,
8128795,-0.1781099840796018,0.0013523783149246,0.3997020299450759,AKD1
