gene_id,log2FC,p_value,p_adj,gene_symbol
8083260,-0.7862678885572132,1.039713737658613e-07,0.0034619348322818,
7940226,-0.5163265711442788,1.725750838113431e-06,0.0191541085522209,
7906443,-0.5012488676616922,2.9492516866426707e-06,0.0245503083525352,
7988672,-0.5283511283582101,1.0432518201860274e-05,0.0479224347560554,
