gene_id,log2FC,p_value,p_adj
8003810,0.1198836696517418,0.004469108189249509,0.5057001490554077
7983490,0.08024250945273703,0.004404550502632992,0.5057001490554077
8026954,0.1523045532338303,0.005007235138591396,0.5057001490554077
7965652,-0.10344882189054871,0.0037723005572557347,0.5057001490554077
8096899,-0.07593104079602053,0.0038887756973141514,0.5057001490554077
8072382,0.2748647661691521,0.0048323634836486265,0.5057001490554077
8150439,0.2939137233830831,0.0035881888031867315,0.5057001490554077
8176297,0.07656338706467736,0.004576110628860068,0.5057001490554077
8024062,-0.4162518348258697,0.003608331741214263,0.5057001490554077
7895822,-0.3208763562189052,0.004912795672063044,0.5057001490554077
8096130,0.07117142288557243,0.004451745221293675,0.5057001490554077
8025998,-0.13501217114427888,0.004446335610617631,0.5057001490554077
8155699,-0.11633315024875479,0.004553555307526288,0.5057001490554077
7945539,0.0874112776119409,0.004628082627720379,0.5057001490554077
8014591,0.10472897910447898,0.005033336871346277,0.5057001490554077
7893234,0.19387644577114482,0.0048365744237080675,0.5057001490554077
8013309,0.09222970746268455,0.004365016630755111,0.5057001490554077
8042115,0.08940703283581986,0.003464418889972477,0.5057001490554077
8105681,-0.09532074427861126,0.004307898689060771,0.5057001490554077
8166784,0.3562296497512447,0.004065548445797088,0.5057001490554077
8042324,-0.12525646965173998,0.0046598804293551096,0.5057001490554077
8037835,0.25820096517413127,0.004488185342803729,0.5057001490554077
8097373,-0.08226271840796073,0.004038612464194124,0.5057001490554077
8029399,-0.13994503283582116,0.004105532079596007,0.5057001490554077
7893284,-0.2817557512437805,0.004216529272335636,0.5057001490554077
7946041,0.18080196019900363,0.00443106204020232,0.5057001490554077
8029413,-0.10509913830845807,0.0037592357154351795,0.5057001490554077
7964602,0.10253622288557107,0.004399404929002808,0.5057001490554077
8059081,0.1323499880597021,0.0038953401087894047,0.5057001490554077
8038942,-0.1808698149253738,0.005101006291737382,0.5057001490554077
8177955,-0.13736996218905517,0.004612007000822846,0.5057001490554077
7893442,-0.28263349651741443,0.004997654317863238,0.5057001490554077
8156935,-0.11094019104477493,0.003681979415223775,0.5057001490554077
7972336,0.05893632238806035,0.004560994643650044,0.5057001490554077
7896295,-0.218787237810945,0.0035534631687174413,0.5057001490554077
8067409,0.07425883383084653,0.00438863574948582,0.5057001490554077
7936567,-0.10566610746268523,0.004642572055954499,0.5057001490554077
7972247,0.05491373731343252,0.005073578478485689,0.5057001490554077
7943231,-0.21308262089552255,0.005047023455574438,0.5057001490554077
7948643,0.2129738746268668,0.004004401341554658,0.5057001490554077
8178442,0.10304232437810867,0.003807389783022365,0.5057001490554077
8086607,0.3979859502487564,0.0051030197940540286,0.5057001490554077
7957338,0.09036478805970205,0.004314401686466441,0.5057001490554077
8144516,-0.14323390248756063,0.00452909045992534,0.5057001490554077
7965486,-0.14817097114428002,0.0038294340782806546,0.5057001490554077
8133057,-0.2460496796019891,0.00431157838207144,0.5057001490554077
7894635,-0.14978248159203922,0.004530063316124909,0.5057001490554077
7965436,-0.17390997412935327,0.00417648179123837,0.5057001490554077
8063478,0.22383298706467514,0.004354155852135309,0.5057001490554077
8097938,0.10710341890547159,0.004582962452378565,0.5057001490554077
8128818,0.11106268258706464,0.003540683776694858,0.5057001490554077
8117207,0.18225917213930298,0.004375378378755644,0.5057001490554077
8106743,0.16278566368159275,0.005005810467689405,0.5057001490554077
7952953,0.14545332935323607,0.003700433532899587,0.5057001490554077
7894212,-0.11417121791044949,0.005029986605600029,0.5057001490554077
7922108,0.10128868656716428,0.0047604387243296185,0.5057001490554077
8101780,-0.13925018308457826,0.0037007432773129407,0.5057001490554077
7896605,0.1292929552238764,0.004262989070734981,0.5057001490554077
8039996,0.07183721393034936,0.0037807450225096706,0.5057001490554077
7928838,0.07560169950248774,0.004194844589405877,0.5057001490554077
8155414,-0.26191476815920467,0.004708330524021776,0.5057001490554077
7938485,0.15685225870647024,0.004385768372836232,0.5057001490554077
7893155,-0.2508994089552239,0.004714781220173545,0.5057001490554077
8038981,-0.1326783880597029,0.00496117808120169,0.5057001490554077
7985402,-0.12260498308457812,0.004446186133851673,0.5057001490554077
8007112,0.15447036218905374,0.003686175368917005,0.5057001490554077
8032815,0.23374070646766043,0.004181104486043977,0.5057001490554077
7969288,0.5321107582089546,0.004632583956796426,0.5057001490554077
7971417,0.07663261094527307,0.00498504606419628,0.5057001490554077
7925448,-0.13887224477611948,0.004272942889976764,0.5057001490554077
8032037,0.09771112039800922,0.004508736669619665,0.5057001490554077
8080028,0.08310155024875598,0.0034691099296737487,0.5057001490554077
7987634,0.07982854328358169,0.005003366287096266,0.5057001490554077
8128683,0.1214835343283589,0.004892676781437815,0.5057001490554077
8009929,0.1982631542288562,0.0042305537364437035,0.5057001490554077
7922250,-0.07496608159203966,0.004933342699772631,0.5057001490554077
