,B_cells,T_cells_CD4,T_cells_CD8,T_cells_Treg,NK_cells,Monocytes,Dendritic_cells,Neutrophils,Eosinophils,Basophils,Mast_cells,Platelets
Sample_451,0.010425497673997494,0.04716024400665799,0.13951244985090855,0.0029637535079270155,0.25277894788025174,0.28394327835056304,0.04428393398835454,0.10900442600324622,0.0015434974947558173,0.0006584528220538963,0.0005938335958208932,0.10713168482546291
Sample_453,0.04131475415056152,0.07709430622764378,0.08670553983752113,0.005263321419646917,0.08918020700558789,0.5140290616106891,0.028578973617879727,0.10905454425779101,0.002083584409243497,0.0018758262529688923,0.0016358827547715237,0.043183998455694934
Sample_455,0.013946064010596304,0.055883711120334405,0.07165236459419101,0.0026098134256131935,0.10182510286962043,0.47966386740680583,0.08141475769413932,0.12352620708369674,0.00283034922048612,0.003468206384482045,0.0033811478919037246,0.059798408298130754
Sample_457,0.011638856671266318,0.04826527927119867,0.06123559490832254,0.002390184043540214,0.0844759010943432,0.5007709165594298,0.031465444803545524,0.11940894257862816,0.0017102548731347089,0.003620491927839585,0.003249964726261275,0.13176816854248996
Sample_459,0.008009401711779898,0.02459113264760453,0.036313914546184656,0.0015706503014699025,0.0456630502454582,0.6439845185478859,0.028282364699683826,0.10078362363671453,0.0014529549814630497,0.0011692698595717416,0.0009595850735766769,0.1072195337486072
Sample_461,0.013053795228820013,0.03204058654842544,0.045200890244511474,0.002096437000126176,0.059355051618910776,0.45160040427180936,0.10620386631750557,0.23731460564577933,0.0009396720947934733,0.003973733440215589,0.003479011471081615,0.04474194611802109
Sample_463,0.008983076554612253,0.04797736091528206,0.11405969136172987,0.003215180035203327,0.16959319775952683,0.3736913693088825,0.07835041967385564,0.1624382623596086,0.0014755066673528292,0.003066047960563948,0.0023948452719697796,0.03475504213141219
Sample_465,0.02600942817175132,0.080937389906225,0.06099540857899387,0.0032954948336706234,0.07382555593413502,0.4525559397021033,0.08752259656388152,0.14497167993220764,0.0013671971742039658,0.002628736952155131,0.005722029984020823,0.060168542266652185
Sample_467,0.025696452564374035,0.06129039770392091,0.12128950329515666,0.0020309219518407076,0.18902678367273068,0.3300117798187391,0.05716225744395122,0.10589063745943628,0.0002051299278586153,0.0008595596877005943,0.000602442514200026,0.10593413396009112
Sample_469,0.06034306749080076,0.047676245090985496,0.14588430552889614,0.004319556608564069,0.195480139762196,0.31578945003833364,0.031057291729317246,0.05993652311552366,0.0015702087071741337,0.0047861674494919185,0.002735663152017922,0.13042138132669892
Sample_471,0.026952614564900775,0.08335634067296684,0.09791407709481527,0.002041787813246479,0.13644722921268873,0.25827567828828135,0.1556941871144123,0.16429924659017517,3.593758560578351e-05,0.0006099302570123111,0.0005203461953565047,0.07385262461053849
Sample_473,0.026601479384198948,0.05129840205217044,0.05859391326932806,0.0038002213918835047,0.06900070743393147,0.39553799397842315,0.07384641802738295,0.21568227848326213,0.0033023678338957117,0.00296470650852429,0.004949780340081576,0.09442173129691778
Sample_475,0.021489871544866715,0.061694665786239104,0.11771668440706681,0.0036358585903680366,0.19079438401809012,0.310279080368977,0.08673991228318816,0.12205844669101584,0.0003845805362594014,0.0028650225931530545,0.0015029859130361659,0.08083850726773953
Sample_477,0.01958766773599871,0.06267739904204421,0.07826016394033437,0.0027266924314958995,0.10132061083053204,0.3758419141235869,0.03926763614658236,0.0959405989692931,0.006261766761396254,0.006074060591551106,0.007472254148849406,0.20456923527833556
Sample_479,0.02522700424518205,0.06599352951713332,0.07666254020180063,0.004254114394212037,0.12627870579852196,0.43444415941147946,0.09856711710263837,0.14033411774338186,4.7899204623922315e-05,0.0012686343342546572,0.0025890636221760134,0.024333114424595813
