ratio,fm_mean,hc_mean,diff,p_value
CPA3_minus_GATA2,0.15336522388059706,0.4880826666666668,-0.33471744278606974,3.8695359258889966e-05
CPA3_minus_MS4A2,1.5286901492537315,1.798631466666667,-0.2699413174129355,0.00037757660534626256
KIT_minus_GATA2,-0.568114776119403,-1.0101208000000002,0.4420060238805972,0.0001846259684872309
