dataset,r_pearson,p_pearson,r_spearman,p_spearman,odds_ratio,p_fisher
GSE67311_WholeBlood,0.06990993290471764,0.5740090054762925,0.07183334663580494,0.5634915682190186,0.6578947368421053,0.4671708480420091
